Title,Authors,Journal,Year,DOI,Source
"Causal decoding of individual cortical excitability states,","J. Metsomaa, P. Belardinelli, M. Ermolova, U. Ziemann, C. Zrenner,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118652.,ScienceDirect
"Classifying action intention understanding EEG signals based on weighted brain network metric features,","Xingliang Xiong, Zhenhua Yu, Tian Ma, Haixian Wang, Xuesong Lu, Hui Fan,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.101893.,ScienceDirect
"Developing multi-component dictionary-based sparse representation for automatic detection of epileptic EEG spikes,","Yun Jiang, Wanzhong Chen, Tao Zhang, Mingyang Li, Yang You, Xiao Zheng,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.101966.,ScienceDirect
"Automated classification of neonatal amplitude-integrated EEG based on gradient boosting method,","Tao Yang, Weiting Chen, Guitao Cao,","Biomedical Signal Processing and Control,","2016,",https://doi.org/10.1016/j.bspc.2016.04.004.,ScienceDirect
"Alpha and high gamma phase amplitude coupling during motor imagery and weighted cross-frequency coupling to extract discriminative cross-frequency patterns,","Daeun Gwon, Minkyu Ahn,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118403.,ScienceDirect
"Spontaneous transient brain states in EEG source space in disorders of consciousness,","Yang Bai, Jianghong He, Xiaoyu Xia, Yong Wang, Yi Yang, Haibo Di, Xiaoli Li, Ulf Ziemann,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118407.,ScienceDirect
"Performance evaluation of DWT based sigmoid entropy in time and frequency domains for automated detection of epileptic seizures using SVM classifier,","S. Raghu, Natarajan Sriraam, Yasin Temel, Shyam Vasudeva Rao, Alangar Satyaranjandas Hegde, Pieter L. Kubben,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.05.016.,ScienceDirect
"A review of wearable and unobtrusive sensing technologies for chronic disease management,","Yao Guo, Xiangyu Liu, Shun Peng, Xinyu Jiang, Ke Xu, Chen Chen, Zeyu Wang, Chenyun Dai, Wei Chen,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2020.104163.,ScienceDirect
"Multi-lead ECG signal analysis for myocardial infarction detection and localization through the mapping of Grassmannian and Euclidean features into a common Hilbert space,","Panagiotis Barmpoutis, Kosmas Dimitropoulos, Anestis Apostolidis, Nikos Grammalidis,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2019.04.003.,ScienceDirect
"Tensor-based dynamic brain functional network for motor imagery classification,","Qizhong Zhang, Bin Guo, Wanzeng Kong, Xugang Xi, Yizhi Zhou, Farong Gao,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102940.,ScienceDirect
"Nonlinear analysis of EEGs of patients with major depression during different emotional states,","Saime Akdemir Akar, Sadık Kara, Sümeyra Agambayev, Vedat Bilgiç,","Computers in Biology and Medicine,","2015,",https://doi.org/10.1016/j.compbiomed.2015.09.019.,ScienceDirect
"Fractal dimension undirected correlation graph-based support vector machine model for identification of focal and non-focal electroencephalography signals,","Mohammed Diykh, Shahab Abdulla, Khalid Saleh, Ravinesh C. Deo,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2019.101611.,ScienceDirect
"Hilbert Vibration Decomposition-based epileptic seizure prediction with neural network,","Barkın Büyükçakır, Furkan Elmaz, Ali Yener Mutlu,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2020.103665.,ScienceDirect
"Surface EMG based continuous estimation of human lower limb joint angles by using deep belief networks,","Jiangcheng Chen, Xiaodong Zhang, Yu Cheng, Ning Xi,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2017.10.002.,ScienceDirect
"Obstructive sleep apnea screening from unprocessed ECG signals using statistical modelling,","Maryam Faal, Farshad Almasganj,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102685.,ScienceDirect
"Long-range temporal correlations in the brain distinguish conscious wakefulness from induced unconsciousness,","Thomas Thiery, Tarek Lajnef, Etienne Combrisson, Arthur Dehgan, Pierre Rainville, George A. Mashour, Stefanie Blain-Moraes, Karim Jerbi,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2018.05.069.,ScienceDirect
"Multimodal predictor of neurodevelopmental outcome in newborns with hypoxic-ischaemic encephalopathy,","Andriy Temko, Orla Doyle, Deirdre Murray, Gordon Lightbody, Geraldine Boylan, William Marnane,","Computers in Biology and Medicine,","2015,",https://doi.org/10.1016/j.compbiomed.2015.05.017.,ScienceDirect
"Implementation of wavelet packet transform and non linear analysis for emotion classification in stroke patient using brain signals,","Siao Zheng Bong, Khairunizam Wan, M. Murugappan, Norlinah Mohamed Ibrahim, Yuvaraj Rajamanickam, Khairiyah Mohamad,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2017.03.016.,ScienceDirect
"Converging intracortical signatures of two separated processing timescales in human early auditory cortex,","Fabiano Baroni, Benjamin Morillon, Agnès Trébuchon, Catherine Liégeois-Chauvel, Itsaso Olasagasti, Anne-Lise Giraud,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.116882.,ScienceDirect
"Automatic scoring of apnea and hypopnea events using blood oxygen saturation signals,","R.E. Rolon, I.E. Gareis, L.D. Larrateguy, L.E. Di Persia, R.D. Spies, H.L. Rufiner,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102062.,ScienceDirect
"Trial-by-trial surprise-decoding model for visual and auditory binary oddball tasks,","Alireza Modirshanechi, Mohammad Mahdi Kiani, Hamid Aghajan,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.04.028.,ScienceDirect
"An empirical assessment of appearance descriptors applied to MRI for automated diagnosis of TLE and MCI,","Christoph Hofer, Roland Kwitt, Yvonne Höller, Eugen Trinka, Andreas Uhl,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2019.103592.,ScienceDirect
"Automatic bad channel detection in implantable brain-computer interfaces using multimodal features based on local field potentials and spike signals,","Mengmeng Li, You Liang, Lifang Yang, Haofeng Wang, Zhongliang Yang, Kun Zhao, Zhigang Shang, Hong Wan,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2019.103572.,ScienceDirect
"A robust unsupervised epileptic seizure detection methodology to accelerate large EEG database evaluation,","Κostas Μ. Tsiouris, Sofia Markoula, Spiros Konitsiotis, Dimitrios. D. Koutsouris, Dimitrios I. Fotiadis,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2017.09.029.,ScienceDirect
"Diagnosis of attention deficit hyperactivity disorder using imaging and signal processing techniques,","Chaitra Sridhar, Shreya Bhat, U. Rajendra Acharya, Hojjat Adeli, G. Muralidhar Bairy,","Computers in Biology and Medicine,","2017,",https://doi.org/10.1016/j.compbiomed.2017.07.009.,ScienceDirect
"Detection of epileptic dysfunctions in EEG signals using Hilbert vibration decomposition,","Ali Yener Mutlu,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2017.08.023.,ScienceDirect
"Stockwell transform for epileptic seizure detection from EEG signals,","Hashem Kalbkhani, Mahrokh G. Shayesteh,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2017.05.008.,ScienceDirect
"Patient non-specific algorithm for seizures detection in scalp EEG,","Lorena Orosco, Agustina Garcés Correa, Pablo Diez, Eric Laciar,","Computers in Biology and Medicine,","2016,",https://doi.org/10.1016/j.compbiomed.2016.02.016.,ScienceDirect
"CLoSES: A platform for closed-loop intracranial stimulation in humans,","Rina Zelmann, Angelique C. Paulk, Ishita Basu, Anish Sarma, Ali Yousefi, Britni Crocker, Emad Eskandar, Ziv Williams, G. Rees Cosgrove, Daniel S. Weisholtz, Darin D. Dougherty, Wilson Truccolo, Alik S. Widge, Sydney S. Cash,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.117314.,ScienceDirect
"Network approaches in anomaly detection for disease conditions,","Sridhar Mandyam K, Anjan Kr Dasgupta, Usha Sridhar, Panini Dasgupta, Amlan Chakrabarti,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102659.,ScienceDirect
"Comparison of domain specific connectivity metrics for estimation brain network indices in boys with ADHD-C,","Serap Aydın, Fatih Hilmi Çetin, Merve Çıkılı Uytun, Zehra Babadag̃í, Ahmet Sami Güven, Yasemen Işık,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103626.,ScienceDirect
"Comparison of t-test ranking with PCA and SEPCOR feature selection for wake and stage 1 sleep pattern recognition in multichannel electroencephalograms,","T.K. Padma Shri, N. Sriraam,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2016.09.016.,ScienceDirect
"Multi metric functional connectivity analysis based on continuous hidden Markov model with application in early diagnosis of Alzheimer’s disease,","Fatemeh Jamaloo, Mohammad Mikaeili, Maryam Noroozian,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102056.,ScienceDirect
"Fuzzy distribution entropy and its application in automated seizure detection technique,","Tao Zhang, Wanzhong Chen, Mingyang Li,","Biomedical Signal Processing and Control,","2018,",https://doi.org/10.1016/j.bspc.2017.08.013.,ScienceDirect
"A new emotion detection algorithm using extracted features of the different time-series generated from ST intervals Poincaré map,","Maryam Baghizadeh, Keivan Maghooli, Fardad Farokhi, Nader Jafarnia Dabanloo,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.101902.,ScienceDirect
"Automatic recognition of epileptic discharges based on shape similarity in time-domain,","Zuo-Chen Wei, Jun-Zhong Zou, Jian Zhang, Lan-Lan Chen,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2016.12.007.,ScienceDirect
"Tracking wakefulness as it fades: Micro-measures of alertness,","Sridhar R. Jagannathan, Alejandro Ezquerro-Nassar, Barbara Jachs, Olga V. Pustovaya, Corinne A. Bareham, Tristan A. Bekinschtein,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2018.04.046.,ScienceDirect
"EMG-driven hand model based on the classification of individual finger movements,","Maria V. Arteaga, Jenny C. Castiblanco, Ivan F. Mondragon, Julian D. Colorado, Catalina Alvarado-Rojas,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101834.,ScienceDirect
"Exploring early human brain development with structural and physiological neuroimaging,","Lana Vasung, Esra Abaci Turk, Silvina L. Ferradal, Jason Sutin, Jeffrey N. Stout, Banu Ahtam, Pei-Yi Lin, P. Ellen Grant,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2018.07.041.,ScienceDirect
"Obstructive sleep apnea detection using discrete wavelet transform-based statistical features,","Kandala.N.V.P.S. Rajesh, Ravindra Dhuli, T. Sunil Kumar,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2020.104199.,ScienceDirect
"An optimized GMM algorithm and its application in single-trial motor imagination recognition,","Rongrong Fu, Zheyu Li, Juan Wang,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103327.,ScienceDirect
"A wrapper-based approach for feature selection and classification of major depressive disorder–bipolar disorders,","Turker Tekin Erguzel, Cumhur Tas, Merve Cebi,","Computers in Biology and Medicine,","2015,",https://doi.org/10.1016/j.compbiomed.2015.06.021.,ScienceDirect
"Towards automated electroencephalography-based Alzheimer’s disease diagnosis using portable low-density devices,","Raymundo Cassani, Tiago H. Falk, Francisco J. Fraga, Marco Cecchi, Dennis K. Moore, Renato Anghinah,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2016.12.009.,ScienceDirect
"Finding the needle in a high-dimensional haystack: Canonical correlation analysis for neuroscientists,","Hao-Ting Wang, Jonathan Smallwood, Janaina Mourao-Miranda, Cedric Huchuan Xia, Theodore D. Satterthwaite, Danielle S. Bassett, Danilo Bzdok,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.116745.,ScienceDirect
"Classification and analysis of cardiac arrhythmia based on incremental support vector regression on IOT platform,","S.T. Sanamdikar, S.T. Hamde, V.G. Asutkar,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2020.102324.,ScienceDirect
"Detection of major depressive disorder from linear and nonlinear heart rate variability features during mental task protocol,","Sangwon Byun, Ah Young Kim, Eun Hye Jang, Seunghwan Kim, Kwan Woo Choi, Han Young Yu, Hong Jin Jeon,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103381.,ScienceDirect
"A prospective fMRI-based technique for localising the epileptogenic zone in presurgical evaluation of epilepsy,","Borbála Hunyadi, Simon Tousseyn, Patrick Dupont, Sabine Van Huffel, Maarten De Vos, Wim Van Paesschen,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.03.011.,ScienceDirect
"Neurodevelopmental effects of childhood malnutrition: A neuroimaging perspective,","Janina R Galler, Maria L Bringas-Vega, Qin Tang, Arielle G Rabinowitz, Kamarul Imran Musa, Wen Jia Chai, Hazim Omar, Muhammad Riddha Abdul Rahman, Aini Ismafairus Abd Hamid, Jafri Malin Abdullah, Pedro A Valdés-Sosa,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.117828.,ScienceDirect
"Cognitive manipulation of brain electric microstates,","Benjamin A. Seitzman, Malene Abell, Samuel C. Bartley, Molly A. Erickson, Amanda R. Bolbecker, William P. Hetrick,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.10.002.,ScienceDirect
"What have we really learned from functional connectivity in clinical populations?,","Jiahe Zhang, Aaron Kucyi, Jovicarole Raya, Ashley N. Nielsen, Jason S. Nomi, Jessica S. Damoiseaux, Deanna J. Greene, Silvina G. Horovitz, Lucina Q. Uddin, Susan Whitfield-Gabrieli,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118466.,ScienceDirect
"Decoding electroencephalographic signals for direction in brain-computer interface using echo state network and Gaussian readouts,","Hoon-Hee Kim, Jaeseung Jeong,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.05.024.,ScienceDirect
"The expanding horizons of network neuroscience: From description to prediction and control,","Pragya Srivastava, Panagiotis Fotiadis, Linden Parkes, Dani S. Bassett,","NeuroImage,","119250,",(https://www.sciencedirect.com/science/article/pii/S1053811922003743),ScienceDirect
"PSGMiner: A modular software for polysomnographic analysis,","İlhan Umut,","Computers in Biology and Medicine,","2016,",https://doi.org/10.1016/j.compbiomed.2016.03.023.,ScienceDirect
"Automated seizure detection using limited-channel EEG and non-linear dimension reduction,","Javad Birjandtalab, Maziyar Baran Pouyan, Diana Cogan, Mehrdad Nourani, Jay Harvey,","Computers in Biology and Medicine,","2017,",https://doi.org/10.1016/j.compbiomed.2017.01.011.,ScienceDirect
"A broadband method of quantifying phase synchronization for discriminating seizure EEG signals,","Lei Wang, Xi Long, Ronald M. Aarts, Johannes P. van Dijk, Johan B.A.M. Arends,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.10.019.,ScienceDirect
"State and parameter estimation of a neural mass model from electrophysiological signals during the status epilepticus,","Armando López-Cuevas, Bernardino Castillo-Toledo, Laura Medina-Ceja, Consuelo Ventura-Mejía,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.02.059.,ScienceDirect
"Seizure detection in EGG signal with novel optimization algorithm for selecting optimal thresholded offset Gaussian feature,","V. Sutha Jebakumari, D. Shanthi Saravanan, D. Devaraj,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101708.,ScienceDirect
"A multimodal biomarker for concussion identification, prognosis and management,","Arnaud Jacquin, Saloni Kanakia, Doug Oberly, Leslie S. Prichep,","Computers in Biology and Medicine,","2018,",https://doi.org/10.1016/j.compbiomed.2018.09.011.,ScienceDirect
"Integrating imaging and omics data: A review,","Laura Antonelli, Mario Rosario Guarracino, Lucia Maddalena, Mara Sangiovanni,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2019.04.032.,ScienceDirect
"Symplectic geometry decomposition-based features for automatic epileptic seizure detection,","Yun Jiang, Wanzhong Chen, Mingyang Li,","Computers in Biology and Medicine,","2020,",https://doi.org/10.1016/j.compbiomed.2019.103549.,ScienceDirect
"Optimizing non-uniform multivariate embedding for multiscale entropy analysis of complex systems,","Haidong Gu, Chun-An Chou,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103206.,ScienceDirect
"Epileptic seizure detection via logarithmic normalized functional values of singular values,","Xueling Zhou, Bingo Wing-Kuen Ling, Caijun Li, Kailong Zhao,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102086.,ScienceDirect
"Scale-free dynamics of microstate sequence in negative schizophrenia and depressive disorder,","Zikang Niu, Lina Jia, Yi Liu, Qian Wang, Yang Li, Lijuan Yang, Xiaoli Li, Xue Wang,","Computers in Biology and Medicine,","2022,",https://doi.org/10.1016/j.compbiomed.2022.105287.,ScienceDirect
"Quantitative electroencephalographic biomarkers behind major depressive disorder,","Juliana A. Knociková, Tomáš Petrásek,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102596.,ScienceDirect
"A review of the key technologies for sEMG-based human-robot interaction systems,","Kexiang Li, Jianhua Zhang, Lingfeng Wang, Minglu Zhang, Jiayi Li, Shancheng Bao,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102074.,ScienceDirect
"The novel approach of temporal dependency complexity analysis of heart rate variability in obstructive sleep apnea,","Lan Tang, Guanzheng Liu,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104632.,ScienceDirect
"EEG microstates as a tool for studying the temporal dynamics of whole-brain neuronal networks: A review,","Christoph M. Michel, Thomas Koenig,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.11.062.,ScienceDirect
"Theory-driven classification of reading difficulties from fMRI data using Bayesian latent-mixture models,","Noam Siegelman, Mark R. van den Bunt, Jason Chor Ming Lo, Jay G. Rueckl, Kenneth R. Pugh,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118476.,ScienceDirect
"Predicting conversion from MCI to AD by integrating rs-fMRI and structural MRI,","Seyed Hani Hojjati, Ata Ebrahimzadeh, Ali Khazaee, Abbas Babajani-Feremi,","Computers in Biology and Medicine,","2018,",https://doi.org/10.1016/j.compbiomed.2018.09.004.,ScienceDirect
"Resting tremor classification and detection in Parkinson's disease patients,","Carmen Camara, Pedro Isasi, Kevin Warwick, Virginie Ruiz, Tipu Aziz, John Stein, Eduard Bakštein,","Biomedical Signal Processing and Control,","2015,",https://doi.org/10.1016/j.bspc.2014.09.006.,ScienceDirect
"Multiple contaminant biosignal quality analysis for electrocardiography,","Muhammad Usman Abbasi, Anum Rashad, Gautam Srivastava, Muhammad Tariq,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103127.,ScienceDirect
"Dynamic brain fluctuations outperform connectivity measures and mirror pathophysiological profiles across dementia subtypes: A multicenter study,","Sebastian Moguilner, Adolfo M. García, Yonatan Sanz Perl, Enzo Tagliazucchi, Olivier Piguet, Fiona Kumfor, Pablo Reyes, Diana Matallana, Lucas Sedeño, Agustín Ibáñez,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2020.117522.,ScienceDirect
"Deep learning-based classification of multichannel bio-signals using directedness transfer learning,","Nooshin Bahador, Jukka Kortelainen,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103300.,ScienceDirect
"Measuring and monitoring emotional changes in children who stutter,","Abeer Al-Nafjan, Areej Al-Wabil, Abdulaziz AlMudhi, Manar Hosny,","Computers in Biology and Medicine,","2018,",https://doi.org/10.1016/j.compbiomed.2018.09.022.,ScienceDirect
"Automated detection of sleep apnea using sparse residual entropy features with various dictionaries extracted from heart rate and EDR signals,","ChS.S.S. Viswabhargav, R.K. Tripathy, U. Rajendra Acharya,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.03.016.,ScienceDirect
"Decoding of object categories from brain signals using cross frequency coupling methods,","Sara Jafakesh, Fatemeh Zareayan Jahromy, Mohammad Reza Daliri,","Biomedical Signal Processing and Control,","2016,",https://doi.org/10.1016/j.bspc.2016.01.013.,ScienceDirect
"Promises and pitfalls of topological data analysis for brain connectivity analysis,","Luigi Caputi, Anna Pidnebesna, Jaroslav Hlinka,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118245.,ScienceDirect
"Functional connectomics from a “big data” perspective,","Mingrui Xia, Yong He,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2017.02.031.,ScienceDirect
"An efficient detection of epileptic seizure by differentiation and spectral analysis of electroencephalograms,","Jae-Hwan Kang, Yoon Gi Chung, Sung-Phil Kim,","Computers in Biology and Medicine,","2015,",https://doi.org/10.1016/j.compbiomed.2015.04.034.,ScienceDirect
"Linear and nonlinear analysis of intrinsic mode function after facial stimuli presentation in children with autism spectrum disorder,","Dalal Bakheet, Koushik Maharatna,","Computers in Biology and Medicine,","2021,",https://doi.org/10.1016/j.compbiomed.2021.104376.,ScienceDirect
"Temporally correlated fluctuations drive epileptiform dynamics,","Maciej Jedynak, Antonio J. Pons, Jordi Garcia-Ojalvo, Marc Goodfellow,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.11.034.,ScienceDirect
"Uncovering hidden resting state dynamics: A new perspective on auditory verbal hallucinations,","Hanna Honcamp, Michael Schwartze, David E.J. Linden, Wael El-Deredy, Sonja A. Kotz,","NeuroImage,","2022,",https://doi.org/10.1016/j.neuroimage.2022.119188.,ScienceDirect
"Structural and functional correlates of motor imagery BCI performance: Insights from the patterns of fronto-parietal attention network,","Tao Zhang, Tiejun Liu, Fali Li, Mengchen Li, Dongbo Liu, Rui Zhang, Hui He, Peiyang Li, Jinnan Gong, Cheng Luo, Dezhong Yao, Peng Xu,","NeuroImage,","2016,",https://doi.org/10.1016/j.neuroimage.2016.04.030.,ScienceDirect
"The Respiratory Fluctuation Index: A global metric of nasal airflow or thoracoabdominal wall movement time series to diagnose obstructive sleep apnea,","Fu-Tai Wang, Ming-Hung Hsu, Shih-Chin Fang, Li-Ling Chuang, Hsiao-Lung Chan,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.12.015.,ScienceDirect
"Quantitative surface analysis of combined MRI and PET enhances detection of focal cortical dysplasias,","Yee-Leng Tan, Hosung Kim, Seunghyun Lee, Tarik Tihan, Lawrence Ver Hoef, Susanne G. Mueller, Anthony James Barkovich, Duan Xu, Robert Knowlton,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.10.065.,ScienceDirect
"Hand classification of fMRI ICA noise components,","Ludovica Griffanti, Gwenaëlle Douaud, Janine Bijsterbosch, Stefania Evangelisti, Fidel Alfaro-Almagro, Matthew F. Glasser, Eugene P. Duff, Sean Fitzgibbon, Robert Westphal, Davide Carone, Christian F. Beckmann, Stephen M. Smith,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.12.036.,ScienceDirect
"Frequency and power of human alpha oscillations drift systematically with time-on-task,","Christopher S.Y. Benwell, Raquel E. London, Chiara F. Tagliabue, Domenica Veniero, Joachim Gross, Christian Keitel, Gregor Thut,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.02.067.,ScienceDirect
"Scalp electroencephalograms over ipsilateral sensorimotor cortex reflect contraction patterns of unilateral finger muscles,","Seitaro Iwama, Shohei Tsuchimoto, Masaaki Hayashi, Nobuaki Mizuguchi, Junichi Ushiba,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.117249.,ScienceDirect
"Automatic estimation of continuous elbow flexion–extension movement based on electromyographic and electroencephalographic signals,","Valeria del C. Silva-Acosta, Israel Román-Godínez, Sulema Torres-Ramos, Ricardo A. Salido-Ruiz,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102950.,ScienceDirect
"CSP-TSM: Optimizing the performance of Riemannian tangent space mapping using common spatial pattern for MI-BCI,","Shiu Kumar, Kabir Mamun, Alok Sharma,","Computers in Biology and Medicine,","2017,",https://doi.org/10.1016/j.compbiomed.2017.10.025.,ScienceDirect
"Automagic: Standardized preprocessing of big EEG data,","Andreas Pedroni, Amirreza Bahreini, Nicolas Langer,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.06.046.,ScienceDirect
"A computationally efficient automated seizure detection method based on the novel idea of multiscale spectral features,"," Sukriti, Monisha Chakraborty, Debjani Mitra,","Biomedical Signal Processing and Control,","2021,",https://doi.org/10.1016/j.bspc.2021.102990.,ScienceDirect
"Transient synchronization of hippocampo-striato-thalamo-cortical networks during sleep spindle oscillations induces motor memory consolidation,","Arnaud Boutin, Basile Pinsard, Arnaud Boré, Julie Carrier, Stuart M. Fogel, Julien Doyon,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.12.066.,ScienceDirect
"Clustering approach based on psychometrics and auditory event-related potentials to evaluate acoustic therapy effects,","Luz M. Alonso-Valerdi, Alma S. Torres-Torres, César E. Corona-González, David I. Ibarra-Zárate,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103719.,ScienceDirect
"Granger causality analysis in combination with directed network measures for classification of MS patients and healthy controls using task-related fMRI,","Farzad Azarmi, Seyedeh Naghmeh Miri Ashtiani, Ahmad Shalbaf, Hamid Behnam, Mohammad Reza Daliri,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103495.,ScienceDirect
"Multiple entropies performance measure for detection and localization of multi-channel epileptic EEG,","Manish N. Tibdewal, Himanshu R. Dey, Manjunatha Mahadevappa, AjoyKumar Ray, Monika Malokar,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2017.05.002.,ScienceDirect
"Psychological stress detection using phonocardiography signal: An empirical mode decomposition approach,","Amandeep Cheema, Mandeep Singh,","Biomedical Signal Processing and Control,","2019,",https://doi.org/10.1016/j.bspc.2018.12.028.,ScienceDirect
"Dynamics of large-scale electrophysiological networks: A technical review,","George C. O'Neill, Prejaas Tewarie, Diego Vidaurre, Lucrezia Liuzzi, Mark W. Woolrich, Matthew J. Brookes,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.10.003.,ScienceDirect
"Single subject prediction of brain disorders in neuroimaging: Promises and pitfalls,","Mohammad R. Arbabshirani, Sergey Plis, Jing Sui, Vince D. Calhoun,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.02.079.,ScienceDirect
"Modelling cognitive loads in schizophrenia by means of new functional dynamic indexes,","Angela Lombardi, Cataldo Guaragnella, Nicola Amoroso, Alfonso Monaco, Leonardo Fazio, Paolo Taurisano, Giulio Pergola, Giuseppe Blasi, Alessandro Bertolino, Roberto Bellotti, Sabina Tangaro,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.03.055.,ScienceDirect
"ECGsound for human identification,","Carmen Camara, Pedro Peris-Lopez, Masoumeh Safkhani, Nasour Bagheri,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103335.,ScienceDirect
"ECG heartbeat classification by means of variable rational projection,","Gergő Bognár, Sándor Fridli,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102034.,ScienceDirect
